[2021-05-16 15:44:19.817] Starting up round ID 10.
 - -------------------------
[2021-05-16 16:48:28.709] TCOMMS: SondTheAnime/(Courier) [BOS] (spans:  ) "Evitem combate." (language: Galactic Common) (Brotherhood of Steel (154, 230, 2))
[2021-05-16 16:48:30.835] TCOMMS: zero9e1/(Meryl Hegarty) [BOS] (spans:  ) "Eu to preso" (language: Galactic Common) (Tunnel (17, 128, 3))
[2021-05-16 16:48:30.994] TCOMMS: shirozinha/(Joseph Joestar) [BOS] (spans:  ) "ELE MATO TRES HMENS" (language: Galactic Common) (Tunnel (10, 179, 3))
[2021-05-16 16:48:39.097] TCOMMS: shirozinha/(Joseph Joestar) [BOS] (spans:  ) "MERYL FICA AI" (language: Galactic Common) (Tunnel (10, 179, 3))
[2021-05-16 16:48:41.911] TCOMMS: alexalbright/(Alex Albright) [Common] (spans:  ) "Abre o oasis" (language: Galactic Common) (Wasteland (62, 37, 2))
[2021-05-16 16:48:52.917] TCOMMS: SondTheAnime/(Courier) [BOS] (spans:  ) "EVITEM COMBATE DIRETO." (language: Galactic Common) (Brotherhood of Steel (163, 236, 2))
[2021-05-16 16:49:08.631] TCOMMS: zero9e1/(Meryl Hegarty) [BOS] (spans:  ) "Posso avançar a caverna? ele se encontra na saida" (language: Galactic Common) (Tunnel (14, 131, 3))
[2021-05-16 16:49:29.095] TCOMMS: zero9e1/(Meryl Hegarty) [BOS] (spans:  ) "Estou com o corpo do paladino" (language: Galactic Common) (Tunnel (11, 140, 3))
[2021-05-16 16:49:45.531] TCOMMS: shirozinha/(Joseph Joestar) [BOS] (spans:  ) "JESUS" (language: Galactic Common) (Tunnel (8, 185, 3))
[2021-05-16 16:49:58.427] TCOMMS: SondTheAnime/(Courier) [BOS] (spans:  ) "Tras" (language: Galactic Common) (Wasteland (169, 207, 2))
[2021-05-16 16:50:08.253] TCOMMS: SondTheAnime/(Courier) [BOS] (spans:  ) "Merda!" (language: Galactic Common) (Brotherhood of Steel (170, 219, 2))
[2021-05-16 16:50:19.001] TCOMMS: kaduh/(Tomas Miller) [Common] (spans:  ) "Parece que o over morreu aqui na vault..." (language: Galactic Common) (Vault (68, 164, 4))
[2021-05-16 16:50:22.126] TCOMMS: SondTheAnime/(Courier) [BOS] (spans:  ) "Trás agora, evitem combate direto com o DeathClaw." (language: Galactic Common) (Brotherhood of Steel (170, 220, 2))
[2021-05-16 16:50:35.495] TCOMMS: shirozinha/(Joseph Joestar) [BOS] (spans:  ) "MERYL NA ESCUTA?" (language: Galactic Common) (Tunnel (12, 142, 3))
[2021-05-16 16:50:45.227] TCOMMS: SondTheAnime/(Courier) [BOS] (spans:  ) "O que ta acontecendo?!" (language: Galactic Common) (Brotherhood of Steel (161, 241, 2))
[2021-05-16 16:51:24.811] TCOMMS: shirozinha/(Joseph Joestar) [BOS] (spans:  ) "Descobrimos quem mato" (language: Galactic Common) (Tunnel (11, 148, 3))
